0,-19.761442
4,-3.2805004
8,4.1451454
12,19.244091
16,2.088684
20,69533.586
24,2.5983667
28,-18.600313
32,-1.5557561
36,-17.165125
40,-2.300827
44,-12.070013
48,22.712864
52,-0.8131499
56,27.745049
60,-4.281563
64,-21.04728
68,-32.20278
72,-2.8045561
76,-12.383795
80,-15.733575
84,-20.7472
88,20.938086
92,112.90268
96,1.4680448
100,39.671642
104,10.079438
108,25.197521
112,-3.7534013
116,-4.071212
120,-38.8769
124,-4.819685
128,-36.193428
132,2.92065
136,11.523029
140,21.194403
144,-39.368862
148,-39.00985
152,39.889416
156,2.7048578
160,36.80189
164,-12.204393
168,142008.78
172,-18.302036
176,-101.8338
180,-3.7138042
184,-64.21788
188,-19.102736
192,-54.94172
196,11.687744
200,-18.919601
204,-42.83896
208,-5.2501197
212,-65.05298
216,-18.540096
220,-1.2735176
224,16.173151
228,-1.9795511
232,-15.152518
236,-5.3299656
240,-6.7341776
244,-43.41938
248,-39.60709
252,62.535847
256,-50.591015
260,-8.3140955
264,28.057766
268,8.908924
272,-16.167889
276,18.949512
280,-13.196558
284,-34.62522
288,15.001505
292,-77.22603
296,7.747342
300,17.090273
304,-3.966217
308,-20.901646
312,-64.33898
316,198.05534
320,-42.768696
324,2.7791862
328,-35.65124
332,-10.331877
336,34.486805
340,54.229816
344,6.074452
348,-7.794466
352,-1.371588
356,-14.907506
360,8.12707
364,8.625517
368,-24.191618
372,-34.17586
376,-10.610426
380,-43.59912
384,17.430618
388,-11.076078
392,-33.82606
396,10.5895195
400,-21.677794
404,3.2561235
408,-19.715961
412,-26.022715
416,-29.97739
420,66.510826
424,-21.701015
428,-23.015223
432,-31.630568
436,10.347757
440,-22.842632
444,-54.80915
448,28.44178
452,0.15579224
456,-42.956955
460,-0.29622364
464,-84.55652
468,-30.722826
472,-31.925495
476,-21.954102
480,-43.259193
484,44.25001
488,8.010853
492,-42.815773
496,10.728418
500,-25.6929
504,-29.076721
508,-67.32957
512,-10.764494
516,-108.63461
520,20.025837
524,-11.403508
528,34.34907
532,39.80549
536,100.55927
540,6.7021747
544,32.82539
548,-52.297363
552,-21.218851
556,-23.142609
560,41.67371
564,7.37871
568,-6.179946
572,431.0216
576,18.827084
580,-24.122076
584,76.443054
588,-31.535898
592,-35.806423
596,30.69612
600,-2.2316236
604,-28.32861
608,-30.834305
612,-1.0501142
616,-18.06593
620,35.814407
624,-32.337757
628,9.003247
632,-21.354582
636,-5.8257303
640,0.926816
644,-13.451334
648,10.887779
652,91.859406
656,-51.891987
660,12.098095
664,-31.796547
668,86.81958
672,-60.054253
676,-55.55762
680,-25.896538
684,38.999268
688,-23.079853
692,-25.560024
696,-14.757223
700,-8.712076
704,47.516174
708,-28.51567
712,121.645294
716,79.51069
720,60.450832
724,45.856358
728,50.67874
732,488.6539
736,595.07104
740,81.3988
744,159.15652
748,104.112976
752,142.5688
756,456.72867
760,102.49381
764,181.91537
768,409.5995
772,553.7214
776,106.039215
780,211.68857
784,277.49762
788,289.3822
792,251.35074
796,236.77588
800,501.9696
804,464.04166
808,220.62381
812,194.13037
816,268.90283
820,688.5319
824,108.660164
828,200.2892
832,205.67265
836,1152.2764
840,120.74864
844,430.9834
848,492.6172
852,1143.7897
856,3786.5925
860,520.5162
864,1517.9761
868,1098.5546
872,909.1395
876,287.3661
880,810.3262
884,342.7314
888,588.4358
892,169.65915
896,330.64706
900,246.07486
904,107.585266
908,116.689224
912,526.9765
916,542.505
920,563.0662
924,2967.3887
928,1754.3433
932,324.06763
936,349.7345
940,889.597
944,710.4324
948,180.91588
952,353.66138
956,5018.8457
960,192841.86
964,183968.48
968,777.9835
972,369.426
976,1087.4862
980,229.71031
984,179.6368
988,177.47507
992,217.98523
996,332.642
1000,331.16165
